Tank Number,Date,Treatment,Full,Experiment Number,Name,Annotation status,Annotation area,ACfor,Fung,Lobo,Monti,Pcyl,Pryu,Shys,Spis,B_ACfor,B_Fung,B_Lobo,B_Monti,B_Pcyl,B_Pryu,B_Shys,B_Spis,Sarco,Xeni,Zoo,Sand,DSUB,ART,CYAN,Other,Unc,Bry_pen,Caul,CCA,Chl_fas,Dict,Hali,Hyp,Lobph,Macro,Sarg,Turf
4,31-07-15,B,F,3,4_31.07.2015_B.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,1,3,2,0,1,0,2,8,1,1,0,0,2,1,0,6,4,0,6,29,15,7,0,0,0,0,2,0,0,0,0,0,5,4,0
5,31-07-15,B,F,3,5_31.07.2015_B.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,1,3,3,3,2,4,3,5,0,0,0,2,2,0,0,2,4,0,19,18,17,0,0,0,0,0,1,0,1,0,0,0,9,1,0
6,31-07-15,G,F,3,6_31.07.2015_G.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,1,2,4,2,6,2,1,0,0,0,1,0,0,1,0,0,2,0,24,18,14,10,0,0,0,0,0,0,4,0,0,0,5,3,0
7,31-07-15,Y,F,3,7_31.07.2015_Y.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,12,0,0,0,0,0,0,0,2,5,0,0,61,0,0
8,31-07-15,B,F,3,8_31.07.2015_B.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,1,1,2,4,1,3,2,5,0,4,1,0,2,3,0,0,9,4,0,7,16,15,11,1,0,0,0,4,0,3,0,0,0,1,0,0
9,31-07-15,R,F,3,9_31.07.2015_R.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,2,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,10,8,15,7,2,0,0,0,1,0,2,0,0,0,47,2,0
10,08-08-15,R,F,3,10_08.08.2015_R.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,0,0,0,0,1,0,0,0,0,2,0,0,0,2,0,0,0,0,11,25,12,3,0,0,0,0,1,0,11,12,0,0,18,2,0
1,08-08-15,Y,F,3,1_08.08.2015_Y.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31,21,17,1,1,0,0,0,0,0,2,0,0,0,24,0,0
11,08-08-15,G,F,3,11_08.08.2015_G.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,0,4,1,0,0,0,5,0,3,1,1,0,1,0,0,4,1,0,12,15,14,7,0,0,0,0,3,0,3,9,0,0,16,0,0
12,08-08-15,Y,F,3,12_08.08.2015_Y.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,2,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,18,21,18,3,0,0,0,0,0,0,0,0,0,0,30,0,0
2,08-08-15,G,F,3,2_08.08.2015_G.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,1,0,3,0,2,5,5,2,1,0,0,0,0,0,0,8,0,0,16,7,17,1,0,0,0,0,1,0,2,22,0,0,5,2,0
3,08-08-15,R,F,3,3_08.08.2015_R.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,8,13,11,3,0,0,0,0,0,0,3,36,0,0,8,0,0
4,08-08-15,B,F,3,4_08.08.2015_B.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,3,4,1,0,2,0,1,4,0,1,1,0,0,0,2,9,2,0,1,31,15,12,1,0,0,0,4,0,0,0,0,0,5,1,0
5,08-08-15,B,F,3,5_08.08.2015_B.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,2,3,2,1,2,6,6,5,0,0,0,1,2,0,0,1,1,0,23,14,21,1,3,0,0,0,1,0,0,0,0,0,5,0,0
6,08-08-15,G,F,3,6_08.08.2015_G.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,4,1,1,0,4,3,2,0,1,0,1,0,1,1,0,0,1,0,25,20,16,9,2,0,0,0,0,0,1,0,0,0,6,1,0
7,08-08-15,Y,F,3,7_08.08.2015_Y.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,3,15,2,2,0,0,0,0,0,3,5,0,0,55,3,0
8,08-08-15,B,F,3,8_08.08.2015_B.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,6,2,1,6,1,3,0,6,1,2,0,0,1,1,0,0,10,2,0,7,17,16,7,4,0,0,0,0,0,2,0,0,0,5,0,0
9,08-08-15,R,F,3,9_08.08.2015_R.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,37,16,10,1,0,0,0,1,0,1,0,0,0,21,1,0
10,14-08-15,R,F,3,10_14.08.2015_R.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,13,31,13,0,1,0,0,0,0,0,14,14,0,0,10,1,0
11,14-08-15,G,F,3,11_14.08.2015_G.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,1,2,4,3,0,0,0,6,0,1,1,2,0,0,0,0,3,0,0,13,11,16,10,0,0,0,0,0,0,3,14,0,0,10,0,0
1,14-08-15,Y,F,3,1_14.08.2015_Y.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,13,19,3,3,0,0,0,0,0,1,0,0,0,33,0,0
12,14-08-15,Y,F,3,12_14.08.2015_Y.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,2,5,0,1,0,0,0,0,0,0,1,0,0,0,0,2,2,0,18,18,19,3,1,0,0,0,0,0,1,0,0,0,27,0,0
2,14-08-15,G,F,3,2_14.08.2015_G.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,2,0,2,0,0,5,4,2,0,0,3,0,1,0,0,4,1,0,13,13,15,0,1,0,0,0,1,0,4,22,0,0,6,1,0
3,14-08-15,R,F,3,3_14.08.2015_R.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,15,0,5,4,10,7,0,0,0,0,0,0,5,37,0,0,13,0,0
4,14-08-15,B,F,3,4_14.08.2015_B.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,4,3,3,0,2,0,2,4,0,3,2,1,1,1,0,4,2,0,4,31,14,7,2,0,0,0,1,0,1,0,0,0,6,2,0
5,14-08-15,B,F,3,5_14.08.2015_B.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,1,2,2,4,2,3,4,6,3,0,0,1,0,1,2,0,1,3,0,22,15,18,0,2,0,0,0,1,0,0,0,0,0,7,0,0
6,14-08-15,G,F,3,6_14.08.2015_G.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,2,1,2,2,6,3,1,0,1,0,0,0,0,1,0,0,0,0,22,20,20,8,2,0,0,0,0,0,0,0,0,0,8,1,0
7,14-08-15,Y,F,3,7_14.08.2015_Y.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,20,0,1,0,0,0,0,0,2,4,0,0,56,2,0
8,14-08-15,B,F,3,8_14.08.2015_B.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,4,2,0,6,0,2,0,5,1,3,1,0,3,2,1,0,10,5,0,7,14,16,11,1,0,0,0,2,0,0,0,0,0,3,1,0
9,14-08-15,R,F,3,9_14.08.2015_R.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,12,25,16,13,2,0,0,0,0,0,0,0,0,0,29,0,0
10,28-08-15,R,F,3,10_28.08.2015_R.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,24,9,2,1,0,0,0,1,0,7,8,0,0,39,1,0
11,28-08-15,G,F,3,11_28.08.2015_G.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,0,1,0,0,0,0,1,0,0,4,3,0,0,0,0,4,2,0,10,9,14,20,0,0,0,0,2,0,1,21,0,0,7,1,0
1,28-08-15,Y,F,3,1_28.08.2015_Y.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,18,21,8,0,3,0,0,0,0,0,2,0,0,0,44,0,0
2,28-08-15,G,F,3,2_28.08.2015_G.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,1,2,2,1,4,0,4,1,3,0,0,0,0,0,0,0,6,0,0,9,6,16,3,1,0,0,0,3,0,0,29,0,0,9,0,0
